accuracy,loss,val_accuracy,val_loss
0.5483871102333069,0.770531177520752,0.69921875,0.6455901861190796
0.6881720423698425,0.6134944558143616,0.6796875,0.6323555111885071
0.7233626842498779,0.5519830584526062,0.64453125,0.6328072547912598
0.7497556209564209,0.5457209348678589,0.640625,0.6232529282569885
0.733137845993042,0.5269413590431213,0.640625,0.615257740020752
0.7536656856536865,0.5060545206069946,0.6640625,0.6018164157867432
0.7517106533050537,0.4977801740169525,0.6796875,0.5829076170921326
0.7751710414886475,0.4959132969379425,0.69921875,0.5590722560882568
0.7673509120941162,0.4863387644290924,0.7421875,0.5397740602493286
0.7624633312225342,0.4808676540851593,0.765625,0.5148195624351501
0.774193525314331,0.46044403314590454,0.765625,0.5060209631919861
0.7683284282684326,0.47353917360305786,0.78515625,0.48645448684692383
0.7800586223602295,0.46561339497566223,0.7890625,0.4763849675655365
0.798631489276886,0.44407904148101807,0.78515625,0.4750545024871826
0.7869012951850891,0.44845589995384216,0.796875,0.4678187966346741
0.8015640377998352,0.4412614405155182,0.79296875,0.4620530605316162
0.8005865216255188,0.43689292669296265,0.7890625,0.4561344087123871
0.793743908405304,0.4273260533809662,0.796875,0.45510220527648926
0.798631489276886,0.4282321631908417,0.79296875,0.4551164507865906
0.8015640377998352,0.4209907054901123,0.79296875,0.45548000931739807
0.8103616833686829,0.411080002784729,0.796875,0.4530116617679596
0.8201368451118469,0.40949463844299316,0.7890625,0.4569750428199768
0.8260019421577454,0.40092653036117554,0.79296875,0.4565655589103699
0.8103616833686829,0.3990192115306854,0.796875,0.4561655521392822
0.829912006855011,0.3950251340866089,0.796875,0.46096545457839966
0.8191593289375305,0.40208902955055237,0.796875,0.4599796533584595
0.8142717480659485,0.39863112568855286,0.80078125,0.4598584771156311
0.8162267804145813,0.38698649406433105,0.80078125,0.4529261887073517
0.8123167157173157,0.4019691050052643,0.79296875,0.46195635199546814
0.8230693936347961,0.3802359700202942,0.796875,0.4649715721607208
0.834799587726593,0.38193488121032715,0.796875,0.45917075872421265
0.8406646847724915,0.3712540864944458,0.79296875,0.46197327971458435
0.839687168598175,0.3661996126174927,0.79296875,0.46143531799316406
0.8308895230293274,0.3738504648208618,0.796875,0.46643516421318054
0.8318670392036438,0.3673339784145355,0.796875,0.4666379690170288
0.8475073575973511,0.3676880896091461,0.796875,0.46606504917144775
0.8387096524238586,0.373890221118927,0.79296875,0.46537071466445923
0.8426197171211243,0.35948437452316284,0.80078125,0.4690936803817749
